review_id,reviewContent,rating,reviewTime,buyerName,skuInfo,images,likeCount
,"Fragrance:  good Effectiveness:  The scalp flaking has reduced, and the itching is much better.",5,06 Nov 2025,S***h,Variation3:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/82f9e2f024ed4b8d8c9df13b37f09f4f_1_1762402793.739779.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,Mới nhận dc sản phẩm thấy đóng gói cẩn thận!! Tem nhãn dán ok!!! Đã sài thử và cũng hài lòng về chất lượng sản phẩm,5,09 Dec 2022,P***p,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/4d73966315ab424fad35d8dc376d7683_1_1670585379.420408.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Sp tuy đắt nhưng dùng rất hiệu quả, bé nhà mình dùng hết gàu mảng , hy vọng sẽ khỏi hẳn, mọi người nên mua",5,19 Nov 2022,Kiều,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/dfce8bbe201b4a95aedc1de301d6aefb_1_1668787579.620471.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/dfce8bbe201b4a95aedc1de301d6aefb_2_1668787594.953658.jpg', 'sort': 2, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Loại bỏ vảy và tích tụ, Làm tóc cảm thấy sạch sẽ và tươi mát, Loại bỏ gàu nhanh chóng,",5,15 Nov 2025,Phong,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/072310ebb0344c128830cf405bc76d27_26f7710ef4774362849422c02fe9e17a.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,ct8xicvihijogtdubovycubog7c7v8f5f7h7g7f7g7g7g8ggg7g7g,5,21 Jan 2025,Trần,Chọn:Combo 4 chai kèm quà,"[{'title': None, 'url': 'https://lzd-u.slatic.net/4be50769aff84920a7ce5aaea5356aae_5d9fd7732a0c42e192e4a6d9bb3ae779.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Làm dịu da đầu khô, Dễ sử dụng, đóng gói cẩn thận, dùng tốt sẽ mua tiếp",5,09 Jun 2025,H***n,Chọn:Combo 3 chai kèm quà,"[{'title': None, 'url': 'https://lzd-u.slatic.net/7147a6783afb4b809862e17d625d91df_1_1749484602.963765.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Nhận hàng nhanh, đóng gói cẩn thận, team mác đầy đủ, giá rẻ hơn mình mua chỗ khác
Có mùi thơm ok
Gội cảm giác the the mát, m đã dùng hết 1 chai, k gội đúng số lần như hướng dẫn, khi nào ngứa m mới gội dầu này, tuy nhiên m vẫn thấy có hiệu quả giảm gàu và ngứa
Ok mn nên mua dùng thử nha",5,14 Sep 2024,Binh,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/f04753da7734493facfa735b76dabecf_2_1726272412.216458.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm tóc cảm thấy sạch sẽ và tươi mát, Loại bỏ gàu nhanh chóng, Loại bỏ vảy và tích tụ,",5,10 Mar 2025,9***9,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/d9d2b08c6f064d4a9d64605754c9de93_1_1741573049.432944.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Giá cả phải chăng, Loại bỏ gàu nhanh chóng,",5,07 Mar 2025,Phạm Hữu Lộc,Chọn:Combo 4 chai kèm quà,"[{'title': None, 'url': 'https://lzd-u.slatic.net/b2a39407913548b49534f1a504929e87_d4fe632ab56742fb893f0b9403d35bab.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"tôi rất thích sản phẩm này.Loại bỏ vảy và cặn bã, Ngăn ngừa rụng tóc, Loại bỏ gàu nhanh chóng,",5,15 Oct 2023,0***0,Chọn:Dầu gội trị gàu nấm,"[{'title': None, 'url': 'https://lzd-u.slatic.net/97e4bed3e52f47ee8c1a4817581b7cd3_01ed40ae788648b2b8501cdf1ca718e7.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Nhận đúng sản phẩm, hàng gói cẩn thận chắc chắn. Để thử sử dụng nếu tốt sẽ ủng hộ và giới thiệu cho bạn.",5,27 Jan 2022,Ben10,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/faafe00d456e427ea53f6b54d77787d0_0bd045fc2401419ab466db32b8716774.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",5
,"Làm tóc cảm thấy sạch sẽ và tươi mát, Tuyệt vời cho du lịch, Làm cho tóc bóng mượt và khỏe mạnh,",5,09 Nov 2025,phạm văn thành,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/51b6a1b162224fbe8e5fbb4f152cb821_2_1762653109.712222.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm cho tóc bóng mượt và khỏe mạnh, Giảm ngứa da đầu, Nhẹ nhàng với tóc và da đầu,",5,30 Jul 2025,Thúy Hằng,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/1ed554c049fb4359b791b543377a1d54_3_1753852634.845313.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Hiệu quả:Làm tóc cảm thấy sạch sẽ và tươi mát, 
 Hương thơm:Làm cho tóc bóng mượt và khỏe mạnh, 
 Thành phần:thiên nhiên",5,06 Aug 2025,B***y,Chọn:Combo 4 chai kèm quà,"[{'title': None, 'url': 'https://lzd-u.slatic.net/5fe95a635a3c490ebda1c17f0678937a_45bff4877a68487f80ba9b790ef6793d.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"shop giao hàng nhanh, đóng gói cẩn thận,sản phẩm mong dùng có kết quả tốt",5,30 Mar 2022,T***n,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://sg-test-11.slatic.net/other/roc/306965b3fe1aa039d8cf1451b1fe2949.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 1000, 'height': 750, 'size': 351414}]",2
,"Hương thơm:huong thơm dịu nhẹ 
 Hiệu quả:tạm thời bớt ngứa",5,4 weeks ago,b***i,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/55fccd4712ba4fe18090ed2f62544b99_26f1722539154297884e195de2de51f9.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Tuyệt vời cho du lịch, Giá cả phải chăng,",5,19 Nov 2025,Nguyễn Cao Ân,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/6e9c082ca57944d8982a39340dd238cd_16eaf924ab824416abb07b1df57dea99.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm dịu da đầu khô, Làm cho tóc bóng mượt và khỏe mạnh, Dễ sử dụng, Làm cho tóc bóng mượt và khỏe mạnh, Làm cho tóc bóng mượt và khỏe mạnh,",5,15 Dec 2024,L***n,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/17b179c068e44774baeb73b2ebb46496_5_1734254054.152235.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"sản phẩm rất tốt chất lượng dùng mới 2 lần đã thấy hiệu quả rõ rệt, mình sẽ ủng hộ vào lần sau
Giao hàng nhanh, shipper rất nhiệt tình",5,14 Dec 2022,3***8,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/15e7ff1aeaa04845b3ee13c7f9361531_a135cd0e3ea4494aa9a3d6ac76d77f40.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,Đã mua nhiều lần ở shop. Rất hài lòng về sản phẩm. Shop còn tặng quà nữa. Chúc shop bán được nhiều sản phẩm chất lượng,5,14 Dec 2023,Minh Đ.,Chọn:Dầu gội trị gàu nấm,"[{'title': None, 'url': 'https://lzd-u.slatic.net/8be5031726494cfd824a2c8d6802e8fc_1_1702559654.183768.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"hàng chính hãng. 
được tặng 1 cục xà bông cafe quế
chất lượng thì để dùng xong sẽ đánh giá lại 😃😃😃
cho shop 5 sao.",5,11 Aug 2023,Y***H,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/36310820c10e4353a28c4b883e7726e3_42b5f5a245564b84b7a5386c5de9acc7.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Đã nhận được hàng, sản phẩm giống như mô tả, đóng gói cẩn thận, chưa dùng nên sẽ đánh giá hiệu quả sau. Cho shop 5 sao",5,04 Feb 2023,9***9,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/07560aa9732a4d1ab7b965460b682fd6_8fc13c4ba21a419e957c9ac6547fda52.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,Chất lượng sản phẩm tốt.không có gì phàn nàn về chất lượng sản phẩm.trị gàu đúng nghĩa. Tốt hơn Head & Shoulders mỹ xanh. Chân ái cho ai đang có bệnh gàu shop hỗ trợ tư vấn tốt 👍,5,29 Mar 2024,Son,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/9ab2c7f820144076b19b0dec7721eec6_1_1711703722.295320.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Hiệu quả:  Đã mua nhiều lần, chất lượng rất tốt và hiệu quả. Còn được Shop gửi thêm quà. Cảm ơn shop",5,3 weeks ago,*******830,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/556f4f469ca1449ca266cadd7fe44764_2_1764462091.893844.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Ai có cách ì kinh doanh  k chỉ e với tài chính dưới 10tỉ cụ thể 10tr muốn kinh doanh ì đó mà k biết bắt đầu từ đâu í🥴🥴 chán ghê
#nhobien",5,02 Apr 2022,Kimhue,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://sg-test-11.slatic.net/other/roc/8d4e63ddf51d4c6085e8fcff6236c555.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 2048, 'height': 2731, 'size': 575621}]",4
,"Hiệu quả:Giảm ngứa da đầu, Loại bỏ gàu nhanh chóng, 
 Hương thơm:Dễ chịu",5,20 Nov 2025,Do hoang hieu,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/78b490b12a474a1ea5d6b211715d675d_bbe03ab1c23448b4bf088aa659f3300b.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,Chai nhỏ thật. Nhưng chắc sẽ hiệu quả. Dù k mảng bám nhiều nhưng dùng thử xem sao. Ácis s diẹcf,5,05 Nov 2022,Money Vip,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/23b1b0af452644fca92e8a2e38dbfbd0_1_1667618945.440621.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Nhẹ nhàng với tóc và da đầu, Công thức độc đáo từ Đức,",5,20 Jul 2025,Nguyễn Văn Đại,Chọn:1 chai 80ml,,2
,"hình ảnh chỉ mang tính chất lấy xu cho vui,chưa vẫn cho shop 5 sao",5,27 Oct 2024,Song Ngư,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/cfe6371daab54b4588df5370cc489a45_8059d8e7f70b499eba37967bae6be0dd.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Hộp có vẻ hơi nhỏ chưa sử dụng, không biết có chữa đc cái việc ra gàu nhiều không nữa, dùng mấy loại rồi chưa hết",5,19 Sep 2022,pinpin,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/dfa72339ff5b4c22bf16e6eeab66f2a7_1_1663685698.477228.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/dfa72339ff5b4c22bf16e6eeab66f2a7_2_1663685707.361452.jpg', 'sort': 2, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/dfa72339ff5b4c22bf16e6eeab66f2a7_5_1663685768.837140.jpg', 'sort': 3, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/dfa72339ff5b4c22bf16e6eeab66f2a7_6_1663685776.987999.jpg', 'sort': 4, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Chất lượng:quá tốt không gì để bình luận nữa, tôi bị lâu năm dùng rất nhiều sản phẩm nhưng không hiệu quả nay dùng loại nầy chỉ với 2 lần gội là đầu đã không còn ngứa và nấm da đầu. rất đáng mua nha mọi người Kết cấu:không biết Hiệu quả:tuyệt vời",5,18 Feb 2023,Lê Trung Hậu,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/11e126e4c06642ac9ad90fac2499bcf3_753c94e0e9a24af4b73705af35d58c07.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"dầu gội trị nấm này rất hay nha ,con gái mình tóc dài quá  cứ bị nấm da đầu hoài",5,25 Jul 2025,Ngọc Thuận,Chọn:1 chai 80ml,,2
,"Ngăn ngừa rụng tóc, Giảm ngứa da đầu, Hiệu quả chống lại nhiễm trùng nấm,",5,09 Jan 2025,phạm thanh dung,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/dc1cde227ed84198ada14de5f1691b99_4b61ba0638754740b56c635731a229e2.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,Hiệu quả:  rất tốtt Hương thơm:  okee Thành phần:  dầu gọi,5,22 Jul 2025,*******388,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/6790f4236bc74b1eb715a623452f4466_2_1753173133.392698.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/6790f4236bc74b1eb715a623452f4466_3_1753173143.973401.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"lần thứ 2 mua ạ
sử dụng rất hiệu quả
giá cả hợp lý
high recommended
nên mua nhé mọi người ạ 
hjhjhj",5,20 May 2022,Hương Lan,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/ef27123e775645598a958156c0f8847b_83700d30d4ff45889fefebd0bf28f24d.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",3
,"Giá cả phải chăng, chất lượng sản phẩm phải sử dụng thêm để gửi đánh giá",5,24 Nov 2023,Nguyen Hoang,Chọn:Dầu gội trị gàu nấm,"[{'title': None, 'url': 'https://lzd-u.slatic.net/6837b0c4207240168456a8b2630d97e9_1c8be1fe98c94152bc8e61a091692dcd.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/6837b0c4207240168456a8b2630d97e9_bbb303fda5db4799b422818a55d5afd2.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Kích thích mọc tóc, Giảm da đầu nhờn, Làm tóc cảm thấy sạch sẽ và tươi mát,",5,12 Feb 2025,0***2,Chọn:Combo 4 chai kèm quà,"[{'title': None, 'url': 'https://lzd-u.slatic.net/9371efbad64c4f4fac98d0d38def7f50_d87b6b7a50714fcab9c4b63566cfa2d9.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Lần đầu mua hàng bên shop, shop giao hàng nhanh và đóng gói hàng chắc chắn. Sản phẩm bên shop chất lượng, mình xài được 2 lần cảm thấy đỡ ngứa da đầu và bớt gàu. Shop còn tặng thêm lược gội đầu. Cảm ơn shop nhiều nhé.Giá cả phải chăng, Loại bỏ gàu nhanh chóng,",5,20 Jan 2025,V***N,Chọn:Combo 3 chai kèm quà,"[{'title': None, 'url': 'https://lzd-u.slatic.net/6591f60756fd49a3983247ff61eebfa4_2_1737380914.075870.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Đóng gói cẩn thận, giao hàng nhanh chóng, dầu gội dùng rất hiệu quả...",5,4 weeks ago,Phan Hùng,Chọn:1 chai 80ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/c7843bbf4f2d41cfa6f303ddbfea0888_3_1764308995.407182.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/c7843bbf4f2d41cfa6f303ddbfea0888_4_1764308995.412897.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Loại bỏ gàu nhanh chóng, Dễ sử dụng,",5,02 Jul 2024,N***o,Chọn:Combo 3 chai kèm quà,"[{'title': None, 'url': 'https://lzd-u.slatic.net/b81d66f370ca4b699157be8da64aac1e_1_1719863337.997555.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
