review_id,reviewContent,rating,reviewTime,buyerName,skuInfo,images,likeCount
,"Hương thơm lâu dài, Nhẹ nhàng trên da đầu, Thêm độ bóng cho tóc, Không làm nặng tóc, Làm dịu da đầu bị kích ứng, Hiệu quả chống gàu,",5,02 Apr 2025,L***g,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/2f1d010eddd54bdfaec0839a4a9561d2_a3700c3529e2431aadde46b1e15014e5.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Đồ okee lắm mọi người nên mua nha , mình dùng thử 1 lần là bớt ngứa ngay , sp dạng cô đặc nên tính ra xài cũng lâu tiết kiệm đó",5,24 Jul 2021,A***h,Thể tích (ml):240,"[{'title': None, 'url': 'https://sg-test-11.slatic.net/other/roc/2531b13c9a739f9c902adc29e11ce28a.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 828, 'height': 1792, 'size': 154818}]",5
,"giao hàng rất nhanh , cần thơ đi SG mà mất có 1 ngày , đóng gói kỹ , mà mình ko hiểu sao sản phẩm sx tại VN mà trên chai dầu gội và ngoài hộp toàn tiếng anh , chỉ có cái tờ giấy bên trong là có tiếng việt",5,26 Apr 2025,Trường Vũ Lê,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/105171b408924eb392fbd3cd4525e0b6_fb9ae53a1de441b1b91201a4a6cd7c5e.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/105171b408924eb392fbd3cd4525e0b6_fe116f6cd1eb495faed99322077341ed.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Giải quyết các vấn đề về da đầu, Làm cho tóc cảm thấy sạch sẽ, Phù hợp cho sử dụng hàng ngày,",5,17 Apr 2025,D***n,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/5ef1f47ffdce443f804e33d21ad99162_7f16a32f0c2d4b3ca33bafc8381e9ddc.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Giảm ngứa da đầu, Giảm ngứa da đầu, Hiệu quả chống gàu, Hiệu quả chống gàu, Hiệu quả chống gàu, Nhẹ nhàng trên da đầu, Nhẹ nhàng trên da đầu,",5,25 Mar 2025,9***1,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/8f8b0b1a8659443ba6a3813227a42ae7_8980cddc77134a64b70396fbe0936d14.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Phù hợp cho sử dụng hàng ngày, dịu nhẹ, k bọt k mát vẫn gàu nha, nói chug là mới dùng nhưng so với trị gàu của nguyên xuân thì sài k đã bằng.",5,01 Oct 2024,*******468,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/a1244ffa1a4143df93f7b3413b174777_10_1727749997.521968.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/a1244ffa1a4143df93f7b3413b174777_11_1727750003.871775.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,shop giao đúng và đủ hàng. chất lượng sản phẩm phù hợp với giá tiền. khi săn sale thì giá cũng rất hợp lí nhé mọi người,5,26 Aug 2025,Nguyễn Thị Thơm,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/576d1c8dec1b48bab5d50c2a1e1843a8_3a964fc070a34bd89b12413bd863e0dd.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Hương thơm:  Nhẹ nhàng trên da đầu,  Hiệu quả:  Hiệu quả chống gàu,    Sản phẩm tốt, trị sạch gàu",5,12 Jul 2025,Bùi Thái Nhật Thơ,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/1e55bab392014ab581c4ff0a92487fc7_1_1752291089.012362.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm tóc mềm mại và dễ quản lý, Giải quyết các vấn đề về da đầu, Nhẹ nhàng trên da đầu, Làm cho tóc cảm thấy sạch sẽ, Không làm nặng tóc, Hương thơm lâu dài, Hương thơm tươi mát, Hiệu quả chống gàu,",5,27 Aug 2024,le thi kieu trang,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/d5a3c870ba41424ab2ab7f3560d96572_21a541e84ea248efb52d1f593bc3f697.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,chưa dùng thử . sẽ đánh giá bổ sung sau thời gian trải nghiệm sản phẩm . hy vọng ổn,5,26 Jul 2025,Kim Ngân,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/8e67ca6b0dcb400e999688ea8ba5858f_2853112c4a3e4262b3e5088153fff5ed.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Giải quyết các vấn đề về da đầu, Hương thơm tươi mát, Làm tóc mềm mại và dễ quản lý, Nhẹ nhàng trên da đầu, Hương thơm tươi mát, Nhẹ nhàng trên da đầu,",5,13 Feb 2025,B***g,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/ebb81ce527dc4aa69f11d5f1640c4999_8552303146d4423099ca3ef16c094d9d.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,Mình đã nhận được đầy đủ số lượng hàng hóa rồi. Shop giao hàng rất nhanh luôn. Chưa xài nên không biết chất lượng ra sao,5,13 Dec 2024,****0,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/ac6084b2006c4d648a368c36c6e42131_b4c2eaf30e3c415e8bcd43807552f07f.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"mình đã dùng 1 lần, dầu gội trị gàu và nấm da đầu tốt, mà có mùi không dễ chịu lắm, tóc cũng ổn không khô lắm",5,23 Aug 2024,Lê Thị Thùy Linh,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/74cad6d56b7e49acb85b479b6a7eab1f_2_1724413932.436079.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,Đã nhận được hàng sử dụng ok sẽ ủng hộ thêm.Gói hàng kĩ shiper nhiệt tình,5,16 Feb 2025,Tina's Boutique,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/2ccd2ca72ccf435d96ec509ea48b3425_1_1739668998.048609.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Hương thơm lâu dài, Dễ dàng rửa sạch, Hương thơm lâu dài, Dễ dàng rửa sạch, Hương thơm lâu dài, Dễ dàng rửa sạch,",5,20 Jan 2025,Lê,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/5477316bd73548f7895fb2c140d61f67_10_1737376767.176938.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Giúp ngăn ngừa tóc gãy, Dễ dàng rửa sạch, Làm tóc mềm mại và dễ quản lý,",5,08 Jul 2025,Nguyen,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/c4093e7d47d5431fbe2033955b3e9c48_62f942b0df384ca8ba02737357053a0b.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Giải quyết các vấn đề về da đầu, Hiệu quả chống gàu, Giải quyết các vấn đề về da đầu, Làm dịu da đầu bị kích ứng,",5,05 Apr 2025,Hứa,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/ea2a0427224347cca6bf371432d62f62_9756cd08ed2a47679732078a8dcdce87.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Làm cho tóc cảm thấy sạch sẽ, Giảm ngứa da đầu, Làm tóc mềm mại và dễ quản lý, Hiệu quả chống gàu,",5,14 Aug 2024,Hoàng Quân,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/715db0329e964b86b4e4d381d1e4e314_827bae4397d54134998f0c89500f4ff5.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Giảm ngứa da đầu, Hiệu quả chống gàu, 1 tuần nên gội 2 lân để đõe khô tóc nba
 Hiệu quả:tốt
 Hương thơm:mùi hóa chất",5,2 weeks ago,E***u,Thể tích:240 ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/c9eaa2761a1d46d79ec4dd11ba157bdd_b66677b0b49c4362824d18ed891fd35e.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Phù hợp cho sử dụng hàng ngày, Làm dịu da đầu bị kích ứng, Giải quyết các vấn đề về da đầu, Giảm ngứa da đầu, Làm dịu da đầu bị kích ứng,",5,04 May 2025,Jung9989,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/7e3242e131f141f6922d4c74b7f31712_6_1746353804.770175.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Không biết có phải do chích ngừa covid mà tóc mình rụng quá trời còn bị gầu và ngứa, mua dầu gội trị gầu thì bị khô tóc ,đọc review thấy loại này trị gàu và không khô tóc nên mua dùng thử.",5,15 Nov 2021,Nguyen Binh,Thể tích (ml):240,"[{'title': None, 'url': 'https://sg-test-11.slatic.net/other/roc/e9827ce840a8b00beb0ed6cd34237972.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 750, 'height': 1000, 'size': 459639}]",10
,"Giao khá nhanh, nhận hàng tem mác đầy đủ, để sử dụng 1 thời gian xem sao",5,12 Jul 2023,L***g,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/8c70069ec55a41868ce3d2d6dca789be_40638f7f69044f6992e505b58c0fed09.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Shop giao hàng nhanh chóng, đóng gói cẩn thận. Dầu gội này mình đã sử dụng được 1 lọ thấy khá được ạ.",5,29 Mar 2025,Hamiu,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/24f920990d12482db83abdc9636492f9_1_1743254967.514288.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"chai hơi nhỏ, nhưng nếu gội có cải thiện da đầu ngứa thì sẽ mua thêm",5,08 Jun 2025,Nguyễn,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/2863686d9bab4b5f867c342ea9f95dda_448091890c434827be6fb91acc8e43c8.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Hương thơm tươi mát, Làm dịu da đầu bị kích ứng, Dưỡng ẩm da đầu, Làm tóc mềm mại và dễ quản lý, Tăng độ bóng cho tóc, Hương thơm lâu dài,",5,18 Jul 2025,Gi Trang,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/c0330655eeef42338d75d9f39a7b5d49_8f1f1a23b91f4e8c8f7242ed657099c6.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Giúp ngăn ngừa tóc gãy, Làm cho tóc cảm thấy sạch sẽ, Làm dịu da đầu bị kích ứng, Phù hợp cho sử dụng hàng ngày,",5,13 Nov 2025,0***8,Thể tích:240 ml,"[{'title': None, 'url': 'https://lzd-u.slatic.net/9f31cd4b896b4f7f94df9402a2960fcc_850bde54b7a44d6bbca212b8dd8ed20f.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Không làm nặng tóc, Làm dịu da đầu bị kích ứng, Giải quyết các vấn đề về da đầu,",5,06 Jun 2025,Y***n,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/b2e0262467454a91957418a186e191a8_1_1749227528.015229.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Nhẹ nhàng trên da đầu, Hương thơm lâu dài, Hiệu quả chống gàu, Làm dịu da đầu bị kích ứng, Dưỡng ẩm da đầu, Không làm nặng tóc, Giải quyết các vấn đề về da đầu, Dễ dàng rửa sạch,",5,15 Aug 2024,le thi kieu trang,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/d783dbcc0ad6416b814cd841eca54fdb_de0050e514e9494a80c5c07cce7acc06.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Mua mấy lần rồi, dùng mấy loại ko đỡ gàu nhưng loại này tầm 2 tuần là thấy cải thiện",5,31 Jul 2025,0***1,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/5c35a337ae094360a873bfcf54bb8079_1_1753943158.140161.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,Shop giao hàng nhanh . Sp rất ok . Gói hàng cẩn thận . Giá cả phải chăng. 5 sao cho shop .Mình đã mua rất nhiều lần và vẫn Sẽ tiếp tục ủng hộ.,5,06 Jun 2025,T***n,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/179c9bf336da4051872f19f291cf86c2_1_1749209117.071213.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Hiệu quả chống gàu, Giảm ngứa da đầu, Giải quyết các vấn đề về da đầu, Làm tóc mềm mại và dễ quản lý,",5,02 Apr 2025,0***9,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/d19d0d367fb6418fada7533db7f26cd2_38ce41a39fdf42dd9db2ab56d48008b8.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Giảm ngứa da đầu, Tăng độ bóng cho tóc, Hương thơm tươi mát, Phù hợp cho sử dụng hàng ngày, hàng xài ok",5,12 Jul 2025,nguyễn,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/ef87ee77a9284791a39a62274f3f8ab3_584942f5ec34463c8c4e4191bd0582d0.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/ef87ee77a9284791a39a62274f3f8ab3_064169aba08440a2be8511c4bb8ad526.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Nùi thơm dễ chịu hết ngứa hết nấmLàm tóc mềm mại và dễ quản lý, .Không làm nặng tóc, ,Thêm độ bóng cho tóc, ,Hiệu quả chống gàu, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý, Làm tóc mềm mại và dễ quản lý,",5,28 Mar 2025,7***9,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/51bfa9627cc249fa93d174094a895ca6_1_1743100333.200610.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"mình đã sử dụng loại này rồi. mùi thơm dễ chịu có mùi gừng nhưng không quá gắt, sau thời gian sử dụng thấy hết hẳn",5,01 Jul 2025,giang nguyễn,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/d82a0e593682449aa8692f3dbc2321bb_b2199cd667fd49958eaf98785aec27b6.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm tóc mềm mại và dễ quản lý, Làm dịu da đầu bị kích ứng, Nhẹ nhàng trên da đầu, Dưỡng ẩm da đầu,",5,30 Aug 2024,L***n,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/f4040ce058c54b58898adba63d43959e_c65cc8cb41bc410080c42c6e4e37d466.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Làm dịu da đầu bị kích ứng, 
 Hương thơm:Sản phẩm. Mình mới xài chưa biết kết quả. như thế nào. Nhưng mình vẫn thấy cũng khá ok.",5,18 Apr 2025,Phạm Tèo,Thể tích (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/e06f254fed094b6c9501047742d5ef74_e124869c62314e9baf4156ce7694cd46.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/8d7d3c83a67d42b79b6d8937873904f6_673989353aa0477498b3e78dc8542a7b.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/8d7d3c83a67d42b79b6d8937873904f6_9f0c39821361442cb78a93c9f4cd3123.jpg', 'sort': 2, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,Second time buying this. The kids love it. Will keep buying it again. Second time buying this. The kids love it. Will keep buying it again.,5,07 Jul 2025,Yami Tsai,Volume (ml):240,"[{'title': None, 'url': 'https://lzd-u.slatic.net/7691c0292a174341a2651193d2de2304_4_1751825243.369007.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
