review_id,reviewContent,rating,reviewTime,buyerName,skuInfo,images,likeCount
,"săn sale ship khá nhanh , rẻ hơn sàn tmdt khác, mua 2 chai tặng kèm quà nước rửa tay 250ml",4,02 Jul 2025,Phan Hiền,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/add800f9a32942c295aaa6876291daaa_5a6df5a0a75644bf8a03d0849210c856.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Thành phần tự nhiên cho tóc khỏe mạnh, Làm sống lại tóc ngay lập tức, 
💪Hiệu quả：ok
🌸Mùi hương：thơm
hiệu quả trên cả tóc nam. dùng hợp với tóc mình nên thích nha. dòng cho nam dùng không bằng",5,16 Sep 2025,T***m,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/212e011087f5496ca823937e95336ceb_d736901f2c60411da6bd4bcdee3fd947.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,hihihi mình nhận hàng rồi giao hàng nhanh nay đặt mai có đúng mẫu đúng màu xài không còn rụng tóc thích lắm ạ có kem theo mấy quà tặng nhỏ sẽ quay lại ủng hộ shop hihihi,5,13 Nov 2025,Third-Party-User,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/e973113881d644f887a69666ba55f4b5_9faf49fbc9c84aaf8b85e2137299b60a.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/e973113881d644f887a69666ba55f4b5_567dcb8edc66431abb36e5e53ce58c61.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,Hiệu quả:  tóc mềm mượt  Hương thơm:  mùi thảo dược nhẹ nhàng Thành phần:  không biết Mình rất ủng hộ sản phẩm nội địa này. Nong nhà sản xuất giữ được chất lượng vững bền.,5,08 Jul 2025,H***p,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/01b5efac8674458faff2926c962ae9e5_7_1751980720.402387.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,hihihi mình nhận hàng rồi giao hàng nhanh đúng màu đúng mẫu giá rẻ sài ok lắm nha ra tóc con nhiều lắm ạ sẽ ủng hộ shop hihihi,5,17 Dec 2024,Trinh,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/2b14b25561044ed1bc164c4b9ec1cfb1_db43fa506e8245d095c2d863e15ab33f.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/2b14b25561044ed1bc164c4b9ec1cfb1_2405cc59bf0b47739be6eab2b9184a64.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Phù hợp cho mọi loại tóc, Kích thích mọc tóc, Nuôi dưỡng và dưỡng ẩm sâu cho tóc, Hương thơm lâu dài,",5,14 Nov 2025,Thị Khuyên Nguyễn,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/52be9c8b41354f199443500161ed46f9_07e4032f6b454bd6a6aaaa0d4dae2b88.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/52be9c8b41354f199443500161ed46f9_6ac672debe6947dc93901b434cebfad4.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"đã nhận được hàng rồi,shop giao hàng nhanh chóng, đúng mẫu đã đặt,dầu gội rất thơm mùi dịu nhẹ, làm mượt tóc sẽ quay lại mua ủng hộ shop khi cần",5,27 Sep 2025,*******327,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/74693c69191d4f70847e8f7935eeaa47_b9c51d224c1448c99b17a91a30fc4669.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Giao hàng khá nhanh chóng ạ. Hàng được bọc kĩ càng, cẩn thận. Mk kiểm tra thấy còn nguyên vẹn và lành lặn, không bị sứt mẻ hay nứt vỡ gì. Mua dầu gội,  sữa tắm còn được tặng thêm Dạ hương rất tuyệt ạ. Mk chưa dùng nên cũng không biết chất lượng thế nào. Nếu ổn thì mk sẽ tiếp tục ủng hộ shop nhiều hơn nữa. Nhìn chung tất cả đều rất tuyệt vời. Mk cảm ơn nhiều ạ.",5,23 Jan 2025,tinhn1738,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/2a4a1934f2dd4cbab4b59d12bd8235fb_608f8589b4744b44b03490b924f85ab8.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Thành phần:dầu gội dược liệu dưỡng tóc 
 Hương thơm:mùi thơm nhẹ nhàng 
 Hiệu quả:mềm tóc , đã dùng nhiều lần rất thích",5,14 Aug 2025,0***9,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/062c88610e61461f8e89ecd813273e44_605e36cefcb94664a02f29a90b02366c.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Thành phần tự nhiên cho tóc khỏe mạnh, Phù hợp cho mọi loại tóc, Làm sạch da đầu hiệu quả, 
 Thành phần:thiên nhiên",5,31 Oct 2025,Anh Nguyễn Kim,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/8d1620dcd0c6404da3eda9ef1341d503_eedac33ceb804d0a888120315ca21ae6.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Mang lại cho tóc vẻ ngoài khỏe mạnh và sống động, Kích thích mọc tóc, Công thức nhẹ nhàng cho sử dụng hàng ngày, Tăng độ phồng cho tóc mỏng,",5,26 Mar 2025,T***o,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/6a7dc1992a734ca9b0f807c671cddb8f_7_1742964922.065017.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,Chất lượng tốt. Sẽ quay lại mua lần tiếp theo,5,09 Jun 2025,Nguyễn Thị Ánh,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/3819486bae0f4f4f9bfd2707f339193e_1_1749460036.082641.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/3819486bae0f4f4f9bfd2707f339193e_4_1749460083.102942.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Sản phẩm đã được giao đến khá nhanh chóng. Tôi rất hài lòng với tốc độ vận chuyển này. Tôi sẽ sớm sử dụng sản phẩm và mong đợi những trải nghiệm tuyệt vời. Nếu có điều gì đó cần phản hồi thêm, tôi sẽ liên hệ lại. Cảm ơn và hi vọng nhiu uu đãi cho khách thân thiết",4,16 Nov 2025,Trần Minh Tiến,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/ab76c5bc40094456b3ebc57936f0c305_e43d78406c7842e595a18988c5646e99.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Thành phần tự nhiên cho tóc khỏe mạnh, Kích thích mọc tóc, 
Đã mua nhiều lần, tháng nào cũng mua, xài tốt",5,20 Oct 2025,T***H,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/d0c9963851e6458b87f9ddddd31f44e7_20_1760926021.620098.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Giao hàng nhanh, mùi thơm dễ chịu
Tóc đỡ rụng 
Mong nsx ra thêm phiên bản túi refill",5,01 Oct 2023,Nguyễn Ngân,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/05666d7f797c4ca6a489b9701cc2b8f8_3_1696129228.663009.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"xài tóc mượt rất ưng, đã mua nhiều lần, săn sale được rẻ. mua mall nên yên tâm",5,09 Apr 2025,O***h,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/c19981b49abe483a8185b66cc517e708_84d6164a9cb046aa8df773b5aaff07f4.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Làm sạch da đầu hiệu quả, Bảo vệ tóc khỏi hư tổn, Thành phần tự nhiên cho tóc khỏe mạnh, Thêm độ bóng cho tóc xỉn màu, Làm cho tóc mềm mại và mượt mà,",5,04 Jan 2025,Diểm Hoa,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/41cefdf8e65c4445ba71645fa48cdd99_23_1735960969.122219.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Hương thơm lâu dài, Dễ dàng rửa sạch, Công thức nhẹ nhàng cho sử dụng hàng ngày, Công thức nhẹ nhàng cho sử dụng hàng ngày, Thành phần tự nhiên cho tóc khỏe mạnh,",5,27 Jan 2025,V***e,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/0b321efbd4b743aa90338edd4f048fb8_13_1737947958.551306.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"dầu gội có mùi dược liệu nhẹ chứ không thơm, làm giảm gãy rụng tóc, làm sạch da đầu và tóc. Đã dùng dầu gội này 1 năm nay.",5,5 days ago,7***2,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/a4f958634f3a4cc1bc4e802092eb4f25_291d74c50e164193973ebb517855a833.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Mọi thứ thấy bình thường, dùng thấy cũng bình thường, mỗi tội đắt. chẳng có giảm giá gì cả. haizzzz. bruh bruh",4,05 Aug 2025,Hồng,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/b81a67c64cfa4f94956d43adde7d2b8a_1_1754355791.624727.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/b81a67c64cfa4f94956d43adde7d2b8a_2_1754355791.923255.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/b81a67c64cfa4f94956d43adde7d2b8a_3_1754355792.223858.jpg', 'sort': 2, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm sống lại tóc ngay lập tức, Công thức nhẹ nhàng cho sử dụng hàng ngày, Hương thơm lâu dài, Làm cho tóc mềm mại và mượt mà,",5,27 Sep 2025,9***3,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/b601940c49db45c7b2080c2970b31c0b_16_1758934087.898303.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Thành phần tự nhiên cho tóc khỏe mạnh, Mang lại cho tóc vẻ ngoài khỏe mạnh và sống động, 
 Hương thơm:Dầu gội có thành phần tự nhiên, giúp tóc mình trông khỏe mạnh và sống động hơn hẳn. 🌿 Mùi hương nhẹ nhàng, dễ chịu, không quá nồng. 🌸 Khi gội xong tóc mềm mượt, không bị khô rít. 👍 Rất ưng ý sản phẩm này. ✨",5,13 Nov 2025,Nguyễn Văn Chung,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/b0a5f17b5c694eecaddbefd98622d9d2_6bff8426432343e984c01d69470cd2a0.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/b0a5f17b5c694eecaddbefd98622d9d2_606b720fba1b4356a0f3cbbe6ab504e8.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Mùi hương thơm mát dễ chịu, lưu hương lâu. Cả nhà mình đều dùng loại này. Hiệu quả trị gàu với kích thích mọc tóc thì không thấy rõ, nhưng dưỡng và giảm rụng khá tốt",5,23 Jul 2025,N***h,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/16ad326355314f70bb2aec0a3d39f56c_3_1753288852.342770.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",2
,"Đã nhận được hàng, đúng mẫu, chất lượng ổn, date xa đã mua nhiều lần, mua giá sale hợp lý",5,16 Nov 2025,P***h,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/579d2dcc5a384f72a8b7f4c69bffb3c4_6_1763255673.817733.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Tăng độ phồng cho tóc mỏng, Công thức nhẹ nhàng cho sử dụng hàng ngày, Làm sống lại tóc ngay lập tức, Dễ dàng rửa sạch,",5,17 Dec 2024,t***n,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/13097cd5cfa54ee287856426f2ca56c7_1_1734415056.599916.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Làm dịu da đầu ngứa, Thêm độ bóng cho tóc xỉn màu, Công thức nhẹ nhàng cho sử dụng hàng ngày, Thành phần tự nhiên cho tóc khỏe mạnh, 
 Hiệu quả:  tốt cho tóc",5,21 Nov 2025,Lê Kiệt,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/7f06dcb514434b61a1f9ff9ec943f1ce_4_1763706353.699521.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm dịu da đầu ngứa, Nuôi dưỡng và dưỡng ẩm sâu cho tóc, Thêm độ bóng cho tóc xỉn màu, Bảo vệ tóc khỏi hư tổn, Mang lại cho tóc vẻ ngoài khỏe mạnh và sống động, Làm cho tóc mềm mại và mượt mà,",5,15 Nov 2025,Đỗ Thị Ngọc,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/9def94ed32974ffd97eba364b281ef1d_1_1763208491.811039.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/9def94ed32974ffd97eba364b281ef1d_2_1763208498.250211.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,cảm ơn shop mình đã nhận được sản phẩm sớm hơn mong đợi giá cả hợp lý lần sau sẽ ủng hộ shipper vui vẻ,5,4 weeks ago,Kien Huynh,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/9b993f0954864c619d253727674be807_08fe4f954ccb4807a5aba80d5ec93880.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Làm cho tóc mềm mại và mượt mà, Làm sống lại tóc ngay lập tức, Làm sống lại tóc ngay lập tức, Mang lại cho tóc vẻ ngoài khỏe mạnh và sống động, Bảo vệ tóc khỏi hư tổn,",5,23 Oct 2025,H***h,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/f3aa23843aa54be990999f4a073523c3_ce217986d7cb4364bfb9d64c6d4087a4.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Mang lại cho tóc vẻ ngoài khỏe mạnh và sống động, Thêm độ bóng cho tóc xỉn màu, Làm dịu da đầu ngứa, dùng hơn 3 chai rồi rất thích",5,21 Aug 2025,Minh Châu,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/d6f291a3577949fcb5054f6b03fb1a63_5542c864249349b3b6c97d6d0afde8df.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Giao hàng nhanh vid mua của chính hãng nen khá tin tưởng Tóc mượt và bóng mịn, Dạng 10 gói tiện lợi khi đi du lịch,",5,22 Oct 2025,J***Q,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/764213ee777b4dc39a87c832e6eeb1bd_5_1761145584.188519.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/764213ee777b4dc39a87c832e6eeb1bd_6_1761145584.493529.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Sản phẩm có uy tín.Làm dịu da đầu ngứa, Công thức nhẹ nhàng cho sử dụng hàng ngày, Shop đóng gói cẩn thận,giá rẻ hơn các shop khác.Shipper nhiệt tình.",5,17 Sep 2025,3***8,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/590c2d590f444f99a554ce2a8b377632_1_1758091371.167832.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Mình dùng dầu gội này lâu rồi. Cũng khá ổn, tóc có vẻ khỏe hơn. Không hẳn có tác dụng mọc tóc nhưng ít rụng hơn.",5,15 Sep 2025,Bùi Tuyết Minh,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/566a0e0ad5d84c6f970aa4629d72cafe_f7c7115aabeb4c58898616e6b8f56e56.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Promotes hair growth, Long-lasting fragrance, Suitable for all hair types,",5,14 Apr 2025,Phùng Thị Thu Hà,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/0504eff6c8534392b20c33d64445f328_1_1744632439.724475.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",1
,"Kích thích mọc tóc, Thêm độ bóng cho tóc xỉn màu, dầu gội thích lắm mùi hương dễ chịu",5,28 Sep 2025,Lan Phuong,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/8cf37404a4664d9998f7525fb5ddf904_8_1759055930.283650.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Hàng giao nhanh, đóng gói kỹ, dầu rội giảm thiểu rụng tóc đáng kể, mùi hương lâu dài, kích thích mọc tóc, rất ưng ý với dòng sản phẩm này, sẽ tiếp tục ủng hộ shop lâu dài, tặng shop và sản phẩm 5 sao",5,27 Jul 2025,Maivy,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/6532f55f06d5478488b10bf1bdbd8a71_1_1753591361.558643.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}, {'title': None, 'url': 'https://lzd-u.slatic.net/6532f55f06d5478488b10bf1bdbd8a71_2_1753591368.540056.jpg', 'sort': 1, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
,"Hiệu quả:tóc mềm mượt nhưng không kiềm dầu tốt như trước, tóc vẫn dễ bết
 Hương thơm:thơm hương xả, nhưng cũng không thơm lâu như trước",5,12 Sep 2025,Minh Châu,,"[{'title': None, 'url': 'https://lzd-u.slatic.net/19d969f5061f43de9e239e1f2ff7ec50_5c5672991adf458f974968cc73e86192.jpg', 'sort': 0, 'uploadTime': None, 'legal': True, 'status': 'approved', 'checkedByPeople': None, 'width': 0, 'height': 0, 'size': 0}]",0
